race_id,馬名,馬番,tags,comment
20260502_TOKYO_05,テルケンレンスキー,13,"[{""label"": ""外枠"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は16位（スコア: 20.5）。トップとの指数差が71.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。大野騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_05,スタートレイン,7,[],18頭立て中、AIによる総合指数は17位（スコア: 20.3）。トップとの指数差が71.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は原騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,フレンドモナコ,2,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は18位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の★谷原騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_06,リボサンテ,7,"[{""label"": ""AI本命◎"", ""type"": ""good""}, {""label"": ""過剰人気"", ""type"": ""bad""}]",7頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。単勝2.0倍と世間の人気は一本被りしているが、AIの勝率評価は0.4%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上は武豊騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_06,ノクターン,6,"[{""label"": ""対抗○"", ""type"": ""good""}, {""label"": ""過剰人気"", ""type"": ""bad""}]",7頭立て中、AIによる総合指数は2位（スコア: 66.8）。指数トップの馬とはわずか25.2ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。単勝1.7倍と世間の人気は一本被りしているが、AIの勝率評価は0.5%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上はルメール騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_06,オプレントジュエル,4,[],7頭立て中、AIによる総合指数は3位（スコア: 45.0）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は三浦騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_06,シャンドゥレール,1,"[{""label"": ""AI穴▲"", ""type"": ""good""}]",7頭立て中、AIによる総合指数は4位（スコア: 29.7）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の横山和騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_06,ポッポノフェスタ,3,[],7頭立て中、AIによる総合指数は5位（スコア: 21.9）。トップとの指数差が70.1とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は西村太騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_06,チャイボーグ,2,[],7頭立て中、AIによる総合指数は6位（スコア: 21.5）。トップとの指数差が70.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の野中騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_06,ウーバーストロング,5,[],7頭立て中、AIによる総合指数は7位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は木幡育騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_07,ショウナンタハティ,13,"[{""label"": ""AI本命◎"", ""type"": ""good""}, {""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。津村騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_07,カフェブーケット,11,"[{""label"": ""対抗○"", ""type"": ""good""}]",16頭立て中、AIによる総合指数は2位（スコア: 70.9）。指数トップの馬とはわずか21.1ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。鞍上は横山典騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_07,ソナタン,3,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は3位（スコア: 53.3）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の戸崎圭騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_07,ブライトビギニング,16,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は4位（スコア: 52.0）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。佐々木騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_07,トウタツ,8,[],16頭立て中、AIによる総合指数は5位（スコア: 49.6）。トップとの指数差が42.4とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は高杉騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_07,ドリーミングアップ,15,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は6位（スコア: 49.4）。トップとの指数差が42.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。吉田豊騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_07,リプレゼント,2,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は7位（スコア: 47.8）。トップとの指数差が44.2とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の横山武騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_07,キョウエイスレーヴ,12,[],16頭立て中、AIによる総合指数は8位（スコア: 44.8）。トップとの指数差が47.2とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は△長浜騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_07,グルーヴィーオン,9,[],16頭立て中、AIによる総合指数は9位（スコア: 29.8）。トップとの指数差が62.2とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は原騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_07,ハルノアラシ,10,[],16頭立て中、AIによる総合指数は10位（スコア: 26.5）。トップとの指数差が65.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は荻野極騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_07,キカオクベシ,1,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は11位（スコア: 24.5）。トップとの指数差が67.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の野中騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_07,エルオレンス,6,"[{""label"": ""AI穴▲"", ""type"": ""good""}]",16頭立て中、AIによる総合指数は12位（スコア: 23.5）。トップとの指数差が68.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は西塚騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_07,キングクレオール,7,[],16頭立て中、AIによる総合指数は13位（スコア: 22.1）。トップとの指数差が69.9とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は大野騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_07,オウケンベリー,4,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は14位（スコア: 20.9）。トップとの指数差が71.1とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の木幡育騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_07,カルツァクライン,14,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は15位（スコア: 20.6）。トップとの指数差が71.4とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。★谷原騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_07,ブルーリヴァーサル,5,[],16頭立て中、AIによる総合指数は16位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は的場騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_08,ティムール,1,"[{""label"": ""AI本命◎"", ""type"": ""good""}]",10頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の荻野極騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_08,カーミングライツ,4,"[{""label"": ""対抗○"", ""type"": ""good""}]",10頭立て中、AIによる総合指数は2位（スコア: 90.3）。指数トップの馬とはわずか1.7ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。鞍上は横山和騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_08,アルマデオロ,3,[],10頭立て中、AIによる総合指数は3位（スコア: 24.1）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は武豊騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_08,リトルジャイアンツ,5,"[{""label"": ""過剰人気"", ""type"": ""bad""}]",10頭立て中、AIによる総合指数は4位（スコア: 22.8）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。単勝1.7倍と世間の人気は一本被りしているが、AIの勝率評価は0.5%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上は横山典騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_08,サトノソティラス,8,[],10頭立て中、AIによる総合指数は5位（スコア: 22.4）。トップとの指数差が69.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上はレーン騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_08,ノラリクラリ,6,[],10頭立て中、AIによる総合指数は6位（スコア: 22.0）。トップとの指数差が70.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は高杉騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_08,イクリール,2,"[{""label"": ""AI穴▲"", ""type"": ""good""}]",10頭立て中、AIによる総合指数は7位（スコア: 21.3）。トップとの指数差が70.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の原騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_08,レイデラルース,9,[],10頭立て中、AIによる総合指数は8位（スコア: 20.6）。トップとの指数差が71.4とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は北村宏騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_08,サトノトルネード,7,[],10頭立て中、AIによる総合指数は9位（スコア: 20.4）。トップとの指数差が71.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は岩田康騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_08,バーケンヘッド,10,[],10頭立て中、AIによる総合指数は10位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は▲石田騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_09,ダカラフェスティヴ,3,"[{""label"": ""AI本命◎"", ""type"": ""good""}, {""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の戸崎圭騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_09,ギュルヴィ,2,"[{""label"": ""対抗○"", ""type"": ""good""}, {""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は2位（スコア: 76.5）。指数トップの馬とはわずか15.5ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の武豊騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_09,アカデミア,14,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は3位（スコア: 27.0）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。ルメール騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_09,オメガタキシード,13,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は4位（スコア: 22.9）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。岩田康騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_09,バカーラン,4,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は5位（スコア: 21.9）。トップとの指数差が70.1とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上のディー騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_09,ロフティストーリー,5,[],16頭立て中、AIによる総合指数は6位（スコア: 21.5）。トップとの指数差が70.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は田辺騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_09,タイセイアディクト,1,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は7位（スコア: 21.4）。トップとの指数差が70.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の横山武騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_09,ヴァナルガンド,10,[],16頭立て中、AIによる総合指数は8位（スコア: 20.9）。トップとの指数差が71.1とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は津村騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_09,インディゴブラック,8,[],16頭立て中、AIによる総合指数は9位（スコア: 20.7）。トップとの指数差が71.3とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は西村太騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_09,リアライズカミオン,12,"[{""label"": ""過剰人気"", ""type"": ""bad""}]",16頭立て中、AIによる総合指数は10位（スコア: 20.7）。トップとの指数差が71.3とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。単勝2.9倍と世間の人気は一本被りしているが、AIの勝率評価は0.3%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上はレーン騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_09,マテンロウガイ,6,[],16頭立て中、AIによる総合指数は11位（スコア: 20.4）。トップとの指数差が71.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は高杉騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_09,ノットイナフ,11,[],16頭立て中、AIによる総合指数は12位（スコア: 20.3）。トップとの指数差が71.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は石橋脩騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_09,ルカランフィースト,7,[],16頭立て中、AIによる総合指数は13位（スコア: 20.2）。トップとの指数差が71.8とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は荻野極騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_09,ヤマニンエンディマ,15,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は14位（スコア: 20.1）。トップとの指数差が71.9とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。木幡巧騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_09,メイショウフジ,16,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は15位（スコア: 20.1）。トップとの指数差が71.9とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。柴田大騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_09,ビップスコーピオン,9,[],16頭立て中、AIによる総合指数は16位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は大野騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,モートンアイランド,6,"[{""label"": ""AI本命◎"", ""type"": ""good""}]",11頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。鞍上はレーン騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,アルバンヌ,8,"[{""label"": ""対抗○"", ""type"": ""good""}]",11頭立て中、AIによる総合指数は2位（スコア: 51.5）。指数トップの馬とはわずか40.5ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。鞍上は津村騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,サフランルージュ,5,[],11頭立て中、AIによる総合指数は3位（スコア: 25.3）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は野中騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,ミツカネベネラ,10,[],11頭立て中、AIによる総合指数は4位（スコア: 24.2）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は横山和騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,ドナルンバ,2,[],11頭立て中、AIによる総合指数は5位（スコア: 23.2）。トップとの指数差が68.8とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の荻野極騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_10,サムシングスイート,9,[],11頭立て中、AIによる総合指数は6位（スコア: 21.6）。トップとの指数差が70.4とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は横山武騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,ベルサンローラン,3,"[{""label"": ""AI穴▲"", ""type"": ""good""}]",11頭立て中、AIによる総合指数は7位（スコア: 21.6）。トップとの指数差が70.4とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は石橋脩騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,レディーゴール,1,[],11頭立て中、AIによる総合指数は8位（スコア: 21.3）。トップとの指数差が70.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の菅原明騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_10,アストリル,4,[],11頭立て中、AIによる総合指数は9位（スコア: 21.2）。トップとの指数差が70.8とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は田辺騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,カナルサンマルタン,11,[],11頭立て中、AIによる総合指数は10位（スコア: 21.1）。トップとの指数差が70.9とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上はルメール騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_10,ラヴィニール,7,[],11頭立て中、AIによる総合指数は11位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上はディー騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_11,レイベリング,15,"[{""label"": ""AI本命◎"", ""type"": ""good""}, {""label"": ""外枠"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。石橋脩騎手の手腕によるポジション取りがカギを握る。
